class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_note,based_on_label,derivative_work_value,text_value,language_value,language_label,subject_value,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,FjacjaxEZGxw,283317181854110420147,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/140310001010101_000000076800C,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,FjacjaxEZGxw,283317181854110420147,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,FjacjaxEZGxw,283317181854110420147,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,FjacjaxEZGxw,283317181854110420147,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EBMKwsCza3hd,Ludovico Ariosto,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,FjacjaxEZGxw,283317181854110420147,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7Y29ffZ8xr7v,Alfonso dalla Viola,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,FjacjaxEZGxw,283317181854110420147,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f98iEviKik3n,Primo libro di Madrigali d'Alfonso dalla Viola,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,FjacjaxEZGxw,283317181854110420147,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,FjacjaxEZGxw,283317181854110420147,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/27cy82yr7S7z,Incipit assonance.,Alma beata e bella,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,FjacjaxEZGxw,283317181854110420147,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,FjacjaxEZGxw,283317181854110420147,text,,,,,,,,,,,,,,,,"Alma beata e bella
Che a le quiete piume
Si, proprio mi mostraste il chiaro lume
Quando tornerà più si lieto il sonno
Che di voi mi conceda quel che tanti
Sospir tormenti e pianti
Interceder ne gratia un qua non ponno,
Deh se pietade mai pungergli il petto
Col sogno e con la mia benigna stella
Ritorna a me sovente
E si m’opprima l’aﬀannata mente
Che con quei grati et amorosi gesti
Sempre io stia seco e mai più non mi desti.",,,,,,,,,
